kappa,lambda,mean_loglik
0.34273531346234193,2.1451297865757275,8.821986938372486
0.34273531346234193,2.451091389442208,8.821801901721294
0.34273531346234193,2.800692544103856,8.82150736328243
0.34273531346234193,3.200157595259617,8.821084929242788
0.34273531346234193,3.656598670945743,8.82051346228576
0.34273531346234193,4.178142307793895,8.819768683005424
0.34273531346234193,4.774074136952592,8.818822714710421
0.34273531346234193,5.455004206679104,8.817643563862287
0.34273531346234193,6.233055885026829,8.81619452733535
0.34273531346234193,7.122081705876312,8.814433516497477
0.34273531346234193,8.137910001260915,8.812312286786856
0.34273531346234193,9.298626711061289,8.809775559996869
0.34273531346234193,10.62489738744535,8.806760024876347
0.34273531346234193,12.140335127062933,8.803193199907433
0.34273531346234193,13.871920981708046,8.79899214024465
0.3712807327092781,0.2540730953940195,8.818387731466018
0.3712807327092781,0.29031174724552056,8.818733060571583
0.3712807327092781,0.33171914742898384,8.819076796099086
0.3712807327092781,0.37903251871496474,8.81941723165542
0.3712807327092781,0.4330942345562576,8.819752352513115
0.3712807327092781,0.49486681681506367,8.820079789673922
0.3712807327092781,0.5654500726281616,8.820396767607072
0.3712807327092781,0.6461006755170664,8.820700044724509
0.3712807327092781,0.7382545393678304,8.82098584548073
0.3712807327092781,0.8435523836297413,8.821249782787401
0.3712807327092781,0.9638689448990682,8.821486769215946
0.3712807327092781,1.101346354974709,8.821690915227176
0.3712807327092781,1.2584322796530119,8.821855412416909
0.3712807327092781,1.4379234972898627,8.821972399498492
0.3712807327092781,1.6430156930084603,8.822032808453574
0.3712807327092781,1.8773603550953688,8.822026187963324
0.3712807327092781,2.1451297865757275,8.821940500875584
0.3712807327092781,2.451091389442208,8.821761892058458
0.3712807327092781,2.800692544103856,8.821474422526162
0.3712807327092781,3.200157595259617,8.821059765187625
0.3712807327092781,3.656598670945743,8.82049685694964
0.3712807327092781,4.178142307793895,8.819761501193549
0.3712807327092781,4.774074136952592,8.818825913825986
0.3712807327092781,5.455004206679104,8.817658205171291
0.3712807327092781,6.233055885026829,8.816221788917783
0.3712807327092781,7.122081705876312,8.814474708146648
0.3712807327092781,8.137910001260915,8.812368867155794
0.3712807327092781,9.298626711061289,8.809849156339025
0.3712807327092781,10.62489738744535,8.80685245579156
0.3712807327092781,12.140335127062933,8.803306501588096
0.3712807327092781,13.871920981708046,8.799128596827396
0.40220361622084394,0.2540730953940195,8.81827222091515
0.40220361622084394,0.29031174724552056,8.818618925167192
0.40220361622084394,0.33171914742898384,8.818964153296578
0.40220361622084394,0.37903251871496474,8.819306212657661
0.40220361622084394,0.4330942345562576,8.819643103939606
0.40220361622084394,0.49486681681506367,8.819972475357948
0.40220361622084394,0.5654500726281616,8.820291570533733
0.40220361622084394,0.6461006755170664,8.820597169123925
0.40220361622084394,0.7382545393678304,8.820885519091304
0.40220361622084394,0.8435523836297413,8.821152259304741
0.40220361622084394,0.9638689448990682,8.821392330944482
0.40220361622084394,1.101346354974709,8.821599875954513
0.40220361622084394,1.2584322796530119,8.821768120535925
0.40220361622084394,1.4379234972898627,8.821889241409897
0.40220361622084394,1.6430156930084603,8.82195421229151
0.40220361622084394,1.8773603550953688,8.821952627699297
0.40220361622084394,2.1451297865757275,8.821872500870748
0.40220361622084394,2.451091389442208,8.821700032151101
0.40220361622084394,2.800692544103856,8.821419343759521
0.40220361622084394,3.200157595259617,8.821012176302538
0.40220361622084394,3.656598670945743,8.82045754178665
0.40220361622084394,4.178142307793895,8.819731327169642
0.40220361622084394,4.774074136952592,8.818805841672642
0.40220361622084394,5.455004206679104,8.817649300143893
0.40220361622084394,6.233055885026829,8.81622523371308
0.40220361622084394,7.122081705876312,8.81449181779714
0.40220361622084394,8.137910001260915,8.812401106210054
0.40220361622084394,9.298626711061289,8.80989815868804
0.40220361622084394,10.62489738744535,8.806920047566729
0.40220361622084394,12.140335127062933,8.80339472764113
0.40220361622084394,13.871920981708046,8.799239751411454
