period,model,marginal,copula,horizon_minutes,n_pairs,finite_score_coverage,mean_log_score,comparison_group,evaluation_error
test_2025,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,5,40000,1.0,6.2420120738541955,log_price_density,
test_2025,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,60,40000,1.0,6.249988574998569,log_price_density,
test_2025,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,360,40000,1.0,6.468053972235236,log_price_density,
test_2025,SkewStudentT_GumbelMixed,SkewStudentT,GumbelMixed,1440,40000,1.0,6.347596798744052,log_price_density,
training_2021_2023,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,5,40000,1.0,8.00050564418225,log_price_density,
training_2021_2023,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,60,40000,1.0,6.858440701868976,log_price_density,
training_2021_2023,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,360,40000,1.0,6.109645114472673,log_price_density,
training_2021_2023,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,1440,40000,1.0,6.083898472634903,log_price_density,
validation_2024,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,5,40000,1.0,8.656822532449496,log_price_density,
validation_2024,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,60,40000,1.0,6.828647296188593,log_price_density,
validation_2024,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,360,40000,1.0,5.93022766304195,log_price_density,
validation_2024,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,1440,40000,1.0,5.895106959833669,log_price_density,
test_2025,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,5,40000,1.0,8.895749541285472,log_price_density,
test_2025,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,60,40000,1.0,7.075165449413622,log_price_density,
test_2025,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,360,40000,1.0,6.3594388008698735,log_price_density,
test_2025,SkewStudentT_SurvivalGumbel,SkewStudentT,SurvivalGumbel,1440,40000,1.0,6.347588417132505,log_price_density,
training_2021_2023,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,5,40000,1.0,8.02071197126202,log_price_density,
training_2021_2023,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,60,40000,1.0,7.889285964190787,log_price_density,
training_2021_2023,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,360,40000,1.0,6.981578427083808,log_price_density,
training_2021_2023,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,1440,40000,1.0,6.08406970758292,log_price_density,
validation_2024,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,5,40000,1.0,5.451531706909509,log_price_density,
validation_2024,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,60,40000,1.0,5.6669690819920735,log_price_density,
validation_2024,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,360,40000,1.0,5.977125503412283,log_price_density,
validation_2024,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,1440,40000,1.0,5.895120252538365,log_price_density,
test_2025,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,5,40000,1.0,6.255528322241978,log_price_density,
test_2025,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,60,40000,1.0,6.270831439338019,log_price_density,
test_2025,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,360,40000,1.0,6.4754967275527235,log_price_density,
test_2025,SkewStudentT_SurvivalGumbelMixed,SkewStudentT,SurvivalGumbelMixed,1440,40000,1.0,6.347608281771571,log_price_density,
training_2021_2023,GED_Gaussian,GED,Gaussian,5,40000,1.0,7.793830087677435,log_price_density,
training_2021_2023,GED_Gaussian,GED,Gaussian,60,40000,1.0,7.367439527797535,log_price_density,
training_2021_2023,GED_Gaussian,GED,Gaussian,360,40000,1.0,6.678088677972685,log_price_density,
training_2021_2023,GED_Gaussian,GED,Gaussian,1440,40000,1.0,6.2371319079300305,log_price_density,
validation_2024,GED_Gaussian,GED,Gaussian,5,40000,1.0,8.351241401761186,log_price_density,
validation_2024,GED_Gaussian,GED,Gaussian,60,40000,1.0,7.265778157513385,log_price_density,
validation_2024,GED_Gaussian,GED,Gaussian,360,40000,1.0,6.506787615569894,log_price_density,
validation_2024,GED_Gaussian,GED,Gaussian,1440,40000,1.0,6.0250593932108805,log_price_density,
test_2025,GED_Gaussian,GED,Gaussian,5,40000,1.0,8.610607701944895,log_price_density,
test_2025,GED_Gaussian,GED,Gaussian,60,40000,1.0,7.558453077749491,log_price_density,
test_2025,GED_Gaussian,GED,Gaussian,360,40000,1.0,6.797961548264689,log_price_density,
test_2025,GED_Gaussian,GED,Gaussian,1440,40000,1.0,6.3824879234086085,log_price_density,
training_2021_2023,GED_GaussianMixed,GED,GaussianMixed,5,40000,1.0,7.818832558780491,log_price_density,
training_2021_2023,GED_GaussianMixed,GED,GaussianMixed,60,40000,1.0,7.433339068754308,log_price_density,
training_2021_2023,GED_GaussianMixed,GED,GaussianMixed,360,40000,1.0,6.737624248870075,log_price_density,
training_2021_2023,GED_GaussianMixed,GED,GaussianMixed,1440,40000,1.0,6.276227566808816,log_price_density,
validation_2024,GED_GaussianMixed,GED,GaussianMixed,5,40000,1.0,8.439529154912007,log_price_density,
validation_2024,GED_GaussianMixed,GED,GaussianMixed,60,40000,1.0,7.327503167799152,log_price_density,
validation_2024,GED_GaussianMixed,GED,GaussianMixed,360,40000,1.0,6.564492003632261,log_price_density,
validation_2024,GED_GaussianMixed,GED,GaussianMixed,1440,40000,1.0,6.067739738415107,log_price_density,
test_2025,GED_GaussianMixed,GED,GaussianMixed,5,40000,1.0,8.664226814214134,log_price_density,
test_2025,GED_GaussianMixed,GED,GaussianMixed,60,40000,1.0,7.633167014539616,log_price_density,
test_2025,GED_GaussianMixed,GED,GaussianMixed,360,40000,1.0,6.860988155114742,log_price_density,
test_2025,GED_GaussianMixed,GED,GaussianMixed,1440,40000,1.0,6.416361698514605,log_price_density,
training_2021_2023,GED_StudentT,GED,StudentT,5,40000,1.0,8.05323894300183,log_price_density,
training_2021_2023,GED_StudentT,GED,StudentT,60,40000,1.0,7.651652836143316,log_price_density,
training_2021_2023,GED_StudentT,GED,StudentT,360,40000,1.0,7.100724377483585,log_price_density,
training_2021_2023,GED_StudentT,GED,StudentT,1440,40000,1.0,6.644919730258148,log_price_density,
validation_2024,GED_StudentT,GED,StudentT,5,40000,1.0,8.757246520576137,log_price_density,
validation_2024,GED_StudentT,GED,StudentT,60,40000,1.0,7.606575250044945,log_price_density,
validation_2024,GED_StudentT,GED,StudentT,360,40000,1.0,6.897593455313816,log_price_density,
validation_2024,GED_StudentT,GED,StudentT,1440,40000,1.0,6.4094104982550535,log_price_density,
test_2025,GED_StudentT,GED,StudentT,5,40000,1.0,8.981383423429552,log_price_density,
test_2025,GED_StudentT,GED,StudentT,60,40000,1.0,8.007770728820498,log_price_density,
test_2025,GED_StudentT,GED,StudentT,360,40000,1.0,7.294683118793696,log_price_density,
test_2025,GED_StudentT,GED,StudentT,1440,40000,1.0,6.7827208662407354,log_price_density,
training_2021_2023,GED_StudentTMixed,GED,StudentTMixed,5,40000,1.0,8.053230864304544,log_price_density,
training_2021_2023,GED_StudentTMixed,GED,StudentTMixed,60,40000,1.0,7.6516522280131,log_price_density,
training_2021_2023,GED_StudentTMixed,GED,StudentTMixed,360,40000,1.0,7.100729511532621,log_price_density,
training_2021_2023,GED_StudentTMixed,GED,StudentTMixed,1440,40000,1.0,6.64493132530468,log_price_density,
validation_2024,GED_StudentTMixed,GED,StudentTMixed,5,40000,1.0,8.757247435145574,log_price_density,
validation_2024,GED_StudentTMixed,GED,StudentTMixed,60,40000,1.0,7.606576007641836,log_price_density,
validation_2024,GED_StudentTMixed,GED,StudentTMixed,360,40000,1.0,6.897596823916834,log_price_density,
validation_2024,GED_StudentTMixed,GED,StudentTMixed,1440,40000,1.0,6.409415356000597,log_price_density,
test_2025,GED_StudentTMixed,GED,StudentTMixed,5,40000,1.0,8.981385412381885,log_price_density,
test_2025,GED_StudentTMixed,GED,StudentTMixed,60,40000,1.0,8.007776030141251,log_price_density,
test_2025,GED_StudentTMixed,GED,StudentTMixed,360,40000,1.0,7.294690929318036,log_price_density,
test_2025,GED_StudentTMixed,GED,StudentTMixed,1440,40000,1.0,6.782727712614264,log_price_density,
training_2021_2023,GED_Frank,GED,Frank,5,40000,1.0,7.739326250504753,log_price_density,
training_2021_2023,GED_Frank,GED,Frank,60,40000,1.0,6.668461094039517,log_price_density,
training_2021_2023,GED_Frank,GED,Frank,360,40000,1.0,6.084296120828331,log_price_density,
training_2021_2023,GED_Frank,GED,Frank,1440,40000,1.0,6.078210057930178,log_price_density,
validation_2024,GED_Frank,GED,Frank,5,40000,1.0,8.190793920625273,log_price_density,
validation_2024,GED_Frank,GED,Frank,60,40000,1.0,6.516970121493538,log_price_density,
validation_2024,GED_Frank,GED,Frank,360,40000,1.0,5.855519590347096,log_price_density,
validation_2024,GED_Frank,GED,Frank,1440,40000,1.0,5.8422532901352,log_price_density,
test_2025,GED_Frank,GED,Frank,5,40000,1.0,8.547271141271855,log_price_density,
test_2025,GED_Frank,GED,Frank,60,40000,1.0,6.816275992934602,log_price_density,
test_2025,GED_Frank,GED,Frank,360,40000,1.0,6.253798748007989,log_price_density,
test_2025,GED_Frank,GED,Frank,1440,40000,1.0,6.253554564537043,log_price_density,
training_2021_2023,GED_FrankMixed,GED,FrankMixed,5,40000,1.0,8.02069995813985,log_price_density,
training_2021_2023,GED_FrankMixed,GED,FrankMixed,60,40000,1.0,7.874171445123269,log_price_density,
training_2021_2023,GED_FrankMixed,GED,FrankMixed,360,40000,1.0,7.009022308722234,log_price_density,
training_2021_2023,GED_FrankMixed,GED,FrankMixed,1440,40000,1.0,6.0783702053222655,log_price_density,
validation_2024,GED_FrankMixed,GED,FrankMixed,5,40000,1.0,5.6546689192446316,log_price_density,
validation_2024,GED_FrankMixed,GED,FrankMixed,60,40000,1.0,5.635131315573007,log_price_density,
validation_2024,GED_FrankMixed,GED,FrankMixed,360,40000,1.0,5.926632683442716,log_price_density,
validation_2024,GED_FrankMixed,GED,FrankMixed,1440,40000,1.0,5.842265228879073,log_price_density,
test_2025,GED_FrankMixed,GED,FrankMixed,5,40000,1.0,6.262122956791728,log_price_density,
test_2025,GED_FrankMixed,GED,FrankMixed,60,40000,1.0,6.172024445602984,log_price_density,
test_2025,GED_FrankMixed,GED,FrankMixed,360,40000,1.0,6.386245634536991,log_price_density,
test_2025,GED_FrankMixed,GED,FrankMixed,1440,40000,1.0,6.2535762888123525,log_price_density,
training_2021_2023,GED_Clayton,GED,Clayton,5,40000,1.0,7.827192365228842,log_price_density,
training_2021_2023,GED_Clayton,GED,Clayton,60,40000,1.0,6.57041810723319,log_price_density,
training_2021_2023,GED_Clayton,GED,Clayton,360,40000,1.0,6.07733188891048,log_price_density,
training_2021_2023,GED_Clayton,GED,Clayton,1440,40000,1.0,6.078209254769832,log_price_density,
validation_2024,GED_Clayton,GED,Clayton,5,40000,1.0,8.495524424312423,log_price_density,
validation_2024,GED_Clayton,GED,Clayton,60,40000,1.0,6.488143546732144,log_price_density,
validation_2024,GED_Clayton,GED,Clayton,360,40000,1.0,5.8469398764300164,log_price_density,
validation_2024,GED_Clayton,GED,Clayton,1440,40000,1.0,5.8422522900607365,log_price_density,
test_2025,GED_Clayton,GED,Clayton,5,40000,1.0,8.814057191025901,log_price_density,
test_2025,GED_Clayton,GED,Clayton,60,40000,1.0,6.7474654568443935,log_price_density,
test_2025,GED_Clayton,GED,Clayton,360,40000,1.0,6.247094131011512,log_price_density,
test_2025,GED_Clayton,GED,Clayton,1440,40000,1.0,6.253553813702011,log_price_density,
training_2021_2023,GED_ClaytonMixed,GED,ClaytonMixed,5,40000,1.0,8.176827426558884,log_price_density,
training_2021_2023,GED_ClaytonMixed,GED,ClaytonMixed,60,40000,1.0,8.00592957637021,log_price_density,
training_2021_2023,GED_ClaytonMixed,GED,ClaytonMixed,360,40000,1.0,7.056478074937233,log_price_density,
training_2021_2023,GED_ClaytonMixed,GED,ClaytonMixed,1440,40000,1.0,6.078427983167263,log_price_density,
validation_2024,GED_ClaytonMixed,GED,ClaytonMixed,5,40000,1.0,5.574547567759697,log_price_density,
validation_2024,GED_ClaytonMixed,GED,ClaytonMixed,60,40000,1.0,5.655730376769636,log_price_density,
validation_2024,GED_ClaytonMixed,GED,ClaytonMixed,360,40000,1.0,5.937199086433586,log_price_density,
validation_2024,GED_ClaytonMixed,GED,ClaytonMixed,1440,40000,1.0,5.842270187123437,log_price_density,
test_2025,GED_ClaytonMixed,GED,ClaytonMixed,5,40000,1.0,6.29767759377819,log_price_density,
test_2025,GED_ClaytonMixed,GED,ClaytonMixed,60,40000,1.0,6.219252479420196,log_price_density,
test_2025,GED_ClaytonMixed,GED,ClaytonMixed,360,40000,1.0,6.401868201448526,log_price_density,
test_2025,GED_ClaytonMixed,GED,ClaytonMixed,1440,40000,1.0,6.253581470035651,log_price_density,
training_2021_2023,GED_SurvivalClayton,GED,SurvivalClayton,5,40000,1.0,7.735281211548323,log_price_density,
training_2021_2023,GED_SurvivalClayton,GED,SurvivalClayton,60,40000,1.0,6.517979800730769,log_price_density,
training_2021_2023,GED_SurvivalClayton,GED,SurvivalClayton,360,40000,1.0,6.077117196491903,log_price_density,
training_2021_2023,GED_SurvivalClayton,GED,SurvivalClayton,1440,40000,1.0,6.07820925463203,log_price_density,
validation_2024,GED_SurvivalClayton,GED,SurvivalClayton,5,40000,1.0,7.87217688599285,log_price_density,
validation_2024,GED_SurvivalClayton,GED,SurvivalClayton,60,40000,1.0,6.270350217881659,log_price_density,
validation_2024,GED_SurvivalClayton,GED,SurvivalClayton,360,40000,1.0,5.845716779506438,log_price_density,
validation_2024,GED_SurvivalClayton,GED,SurvivalClayton,1440,40000,1.0,5.842252280332413,log_price_density,
test_2025,GED_SurvivalClayton,GED,SurvivalClayton,5,40000,1.0,8.165350509152013,log_price_density,
test_2025,GED_SurvivalClayton,GED,SurvivalClayton,60,40000,1.0,6.561967098763038,log_price_density,
test_2025,GED_SurvivalClayton,GED,SurvivalClayton,360,40000,1.0,6.24638076882676,log_price_density,
test_2025,GED_SurvivalClayton,GED,SurvivalClayton,1440,40000,1.0,6.253553808685247,log_price_density,
training_2021_2023,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,5,40000,1.0,8.097870699250267,log_price_density,
training_2021_2023,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,60,40000,1.0,7.906430266663304,log_price_density,
training_2021_2023,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,360,40000,1.0,6.990404411557128,log_price_density,
training_2021_2023,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,1440,40000,1.0,6.078400098818727,log_price_density,
validation_2024,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,5,40000,1.0,5.88866709712307,log_price_density,
validation_2024,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,60,40000,1.0,5.717031058940589,log_price_density,
validation_2024,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,360,40000,1.0,5.930930729322107,log_price_density,
validation_2024,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,1440,40000,1.0,5.842264621037076,log_price_density,
test_2025,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,5,40000,1.0,6.441662120914215,log_price_density,
test_2025,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,60,40000,1.0,6.234619045490514,log_price_density,
test_2025,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,360,40000,1.0,6.382534592166092,log_price_density,
test_2025,GED_SurvivalClaytonMixed,GED,SurvivalClaytonMixed,1440,40000,1.0,6.253571788265643,log_price_density,
training_2021_2023,GED_Gumbel,GED,Gumbel,5,40000,1.0,7.953248567200168,log_price_density,
training_2021_2023,GED_Gumbel,GED,Gumbel,60,40000,1.0,6.795995089622469,log_price_density,
training_2021_2023,GED_Gumbel,GED,Gumbel,360,40000,1.0,6.104696090065528,log_price_density,
training_2021_2023,GED_Gumbel,GED,Gumbel,1440,40000,1.0,6.078209833385913,log_price_density,
validation_2024,GED_Gumbel,GED,Gumbel,5,40000,1.0,8.367819668634182,log_price_density,
validation_2024,GED_Gumbel,GED,Gumbel,60,40000,1.0,6.586024513729583,log_price_density,
validation_2024,GED_Gumbel,GED,Gumbel,360,40000,1.0,5.86191319676589,log_price_density,
validation_2024,GED_Gumbel,GED,Gumbel,1440,40000,1.0,5.842252287418231,log_price_density,
test_2025,GED_Gumbel,GED,Gumbel,5,40000,1.0,8.607719013987456,log_price_density,
test_2025,GED_Gumbel,GED,Gumbel,60,40000,1.0,6.833010790611658,log_price_density,
test_2025,GED_Gumbel,GED,Gumbel,360,40000,1.0,6.256759074560301,log_price_density,
test_2025,GED_Gumbel,GED,Gumbel,1440,40000,1.0,6.253553813078658,log_price_density,
training_2021_2023,GED_GumbelMixed,GED,GumbelMixed,5,40000,1.0,7.96858990454237,log_price_density,
training_2021_2023,GED_GumbelMixed,GED,GumbelMixed,60,40000,1.0,7.848868260431713,log_price_density,
training_2021_2023,GED_GumbelMixed,GED,GumbelMixed,360,40000,1.0,6.96231722198263,log_price_density,
training_2021_2023,GED_GumbelMixed,GED,GumbelMixed,1440,40000,1.0,6.078285000856681,log_price_density,
validation_2024,GED_GumbelMixed,GED,GumbelMixed,5,40000,1.0,5.405047220956216,log_price_density,
validation_2024,GED_GumbelMixed,GED,GumbelMixed,60,40000,1.0,5.59258554257941,log_price_density,
validation_2024,GED_GumbelMixed,GED,GumbelMixed,360,40000,1.0,5.917263455753653,log_price_density,
validation_2024,GED_GumbelMixed,GED,GumbelMixed,1440,40000,1.0,5.842257407138541,log_price_density,
test_2025,GED_GumbelMixed,GED,GumbelMixed,5,40000,1.0,6.133802979389368,log_price_density,
test_2025,GED_GumbelMixed,GED,GumbelMixed,60,40000,1.0,6.151077543173075,log_price_density,
test_2025,GED_GumbelMixed,GED,GumbelMixed,360,40000,1.0,6.373515379211475,log_price_density,
test_2025,GED_GumbelMixed,GED,GumbelMixed,1440,40000,1.0,6.2535618174427,log_price_density,
training_2021_2023,GED_SurvivalGumbel,GED,SurvivalGumbel,5,40000,1.0,7.987704282823804,log_price_density,
training_2021_2023,GED_SurvivalGumbel,GED,SurvivalGumbel,60,40000,1.0,6.844822004621397,log_price_density,
training_2021_2023,GED_SurvivalGumbel,GED,SurvivalGumbel,360,40000,1.0,6.100810687830501,log_price_density,
training_2021_2023,GED_SurvivalGumbel,GED,SurvivalGumbel,1440,40000,1.0,6.07820927032406,log_price_density,
validation_2024,GED_SurvivalGumbel,GED,SurvivalGumbel,5,40000,1.0,8.616728753004999,log_price_density,
validation_2024,GED_SurvivalGumbel,GED,SurvivalGumbel,60,40000,1.0,6.756783051348856,log_price_density,
validation_2024,GED_SurvivalGumbel,GED,SurvivalGumbel,360,40000,1.0,5.874367707308977,log_price_density,
validation_2024,GED_SurvivalGumbel,GED,SurvivalGumbel,1440,40000,1.0,5.8422523054670465,log_price_density,
test_2025,GED_SurvivalGumbel,GED,SurvivalGumbel,5,40000,1.0,8.853355338642084,log_price_density,
test_2025,GED_SurvivalGumbel,GED,SurvivalGumbel,60,40000,1.0,7.000486938134916,log_price_density,
test_2025,GED_SurvivalGumbel,GED,SurvivalGumbel,360,40000,1.0,6.264756437318461,log_price_density,
test_2025,GED_SurvivalGumbel,GED,SurvivalGumbel,1440,40000,1.0,6.253553823413424,log_price_density,
training_2021_2023,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,5,40000,1.0,8.009532284693508,log_price_density,
training_2021_2023,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,60,40000,1.0,7.886188180372931,log_price_density,
training_2021_2023,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,360,40000,1.0,6.978881654786417,log_price_density,
training_2021_2023,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,1440,40000,1.0,6.078373391770526,log_price_density,
validation_2024,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,5,40000,1.0,5.3891479686623756,log_price_density,
validation_2024,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,60,40000,1.0,5.613254887749547,log_price_density,
validation_2024,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,360,40000,1.0,5.92492055680192,log_price_density,
validation_2024,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,1440,40000,1.0,5.842265218358059,log_price_density,
test_2025,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,5,40000,1.0,6.175539853336308,log_price_density,
test_2025,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,60,40000,1.0,6.18278830540601,log_price_density,
test_2025,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,360,40000,1.0,6.3845200073006865,log_price_density,
test_2025,GED_SurvivalGumbelMixed,GED,SurvivalGumbelMixed,1440,40000,1.0,6.2535739739210685,log_price_density,
training_2021_2023,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,5,40000,1.0,8.152648802978652,log_price_density,
training_2021_2023,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,60,40000,1.0,7.85317660504557,log_price_density,
training_2021_2023,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,360,40000,1.0,7.177829762231083,log_price_density,
training_2021_2023,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,1440,40000,1.0,6.7319698863152535,log_price_density,
validation_2024,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,5,40000,1.0,7.603744648687836,log_price_density,
validation_2024,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,60,40000,1.0,6.627003672894872,log_price_density,
validation_2024,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,360,40000,1.0,5.883130221128265,log_price_density,
validation_2024,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,1440,40000,1.0,5.401513755453228,log_price_density,
test_2025,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,5,40000,1.0,7.7717044467585366,log_price_density,
test_2025,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,60,40000,1.0,6.871881101955002,log_price_density,
test_2025,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,360,40000,1.0,6.138310298804193,log_price_density,
test_2025,MonotoneSpline_Gaussian,MonotoneSpline,Gaussian,1440,40000,1.0,5.740327567047509,log_price_density,
training_2021_2023,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,5,40000,1.0,8.151864529090954,log_price_density,
training_2021_2023,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,60,40000,1.0,7.915766259253658,log_price_density,
training_2021_2023,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,360,40000,1.0,7.236649987785548,log_price_density,
training_2021_2023,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,1440,40000,1.0,6.771649232364037,log_price_density,
validation_2024,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,5,40000,1.0,7.6689200318943795,log_price_density,
validation_2024,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,60,40000,1.0,6.68365211810657,log_price_density,
validation_2024,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,360,40000,1.0,5.939095896592292,log_price_density,
validation_2024,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,1440,40000,1.0,5.444125120712351,log_price_density,
test_2025,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,5,40000,1.0,7.792584925536882,log_price_density,
test_2025,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,60,40000,1.0,6.940476053420379,log_price_density,
test_2025,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,360,40000,1.0,6.1990716554604735,log_price_density,
test_2025,MonotoneSpline_GaussianMixed,MonotoneSpline,GaussianMixed,1440,40000,1.0,5.77191602806942,log_price_density,
training_2021_2023,MonotoneSpline_StudentT,MonotoneSpline,StudentT,5,40000,1.0,8.418396770623637,log_price_density,
training_2021_2023,MonotoneSpline_StudentT,MonotoneSpline,StudentT,60,40000,1.0,8.068736214297063,log_price_density,
training_2021_2023,MonotoneSpline_StudentT,MonotoneSpline,StudentT,360,40000,1.0,7.57221565830781,log_price_density,
training_2021_2023,MonotoneSpline_StudentT,MonotoneSpline,StudentT,1440,40000,1.0,7.133508939971433,log_price_density,
validation_2024,MonotoneSpline_StudentT,MonotoneSpline,StudentT,5,40000,1.0,8.050495311380361,log_price_density,
validation_2024,MonotoneSpline_StudentT,MonotoneSpline,StudentT,60,40000,1.0,6.898022667716199,log_price_density,
validation_2024,MonotoneSpline_StudentT,MonotoneSpline,StudentT,360,40000,1.0,6.228843534204596,log_price_density,
validation_2024,MonotoneSpline_StudentT,MonotoneSpline,StudentT,1440,40000,1.0,5.7595977241819565,log_price_density,
test_2025,MonotoneSpline_StudentT,MonotoneSpline,StudentT,5,40000,1.0,8.216019036388303,log_price_density,
test_2025,MonotoneSpline_StudentT,MonotoneSpline,StudentT,60,40000,1.0,7.2381356106285235,log_price_density,
test_2025,MonotoneSpline_StudentT,MonotoneSpline,StudentT,360,40000,1.0,6.5887842161589125,log_price_density,
test_2025,MonotoneSpline_StudentT,MonotoneSpline,StudentT,1440,40000,1.0,6.108074600165245,log_price_density,
training_2021_2023,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,5,40000,1.0,8.418389065075605,log_price_density,
training_2021_2023,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,60,40000,1.0,8.0687336202721,log_price_density,
training_2021_2023,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,360,40000,1.0,7.572219525649229,log_price_density,
training_2021_2023,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,1440,40000,1.0,7.133514362201444,log_price_density,
validation_2024,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,5,40000,1.0,8.050498316551053,log_price_density,
validation_2024,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,60,40000,1.0,6.898021905781938,log_price_density,
validation_2024,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,360,40000,1.0,6.228845829882733,log_price_density,
validation_2024,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,1440,40000,1.0,5.759601996827454,log_price_density,
test_2025,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,5,40000,1.0,8.216023837656461,log_price_density,
test_2025,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,60,40000,1.0,7.2381389546238175,log_price_density,
test_2025,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,360,40000,1.0,6.588790771888947,log_price_density,
test_2025,MonotoneSpline_StudentTMixed,MonotoneSpline,StudentTMixed,1440,40000,1.0,6.108080740201964,log_price_density,
training_2021_2023,MonotoneSpline_Frank,MonotoneSpline,Frank,5,40000,1.0,8.138222494271695,log_price_density,
training_2021_2023,MonotoneSpline_Frank,MonotoneSpline,Frank,60,40000,1.0,7.163146947254849,log_price_density,
training_2021_2023,MonotoneSpline_Frank,MonotoneSpline,Frank,360,40000,1.0,6.579051205116747,log_price_density,
